city,link,video_name,duration_seconds,total_frames,total_pedestrians,total_crossed_pedestrians,average_age,phone_usage_ratio,risky_crossing_ratio,run_red_light_ratio,crosswalk_usage_ratio,traffic_signs_ratio,total_vehicles,top3_vehicles,main_weather,sidewalk_prob,crosswalk_prob,traffic_light_prob,avg_road_width,Crack_prob,Potholes_prob,police_car_prob,Arrow Board_prob,cones_prob,accident_prob,crossing_time,crossing_speed,data_collected_date,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini
London,slTbgnXsBik,London1_slTbgnXsBik,13.966666666666667,419,0,1,,0.0,1.0,0.0,0.0,0.0,0,"['ambulance', 'army vehicle', 'auto rickshaw']",rain,,0.0,1.0,4.95,0.07159904534606205,0.0,0.07142857142857142,0.0,0.0,0.0,3.07,2.0,2026-07-11,,United Kingdom,GBR,Europe,51.5074456,-0.1277653,692.765,8961989.0,67215293.0,3.2,99.0,171.0,40.6,32.4
