id,name,city,video,time_of_day,start_time,end_time
351,Samara2,Samara,nSLBWzfcTnA,0,54,234
351,Samara3,Samara,XEtCG5iOcR4,0,10,215
351,Samara4,Samara,DptWK4Aap-0,0,32,654
355,Podolsk1,Podolsk,EsFYRxazowo,0,1,1827
355,Podolsk2,Podolsk,_p3jGcCNXEU,0,1,2000
355,Podolsk3,Podolsk,-8bzavVOV8k,0,15,819
355,Podolsk5,Podolsk,MM7vZl2Z3hE,0,0,412
355,Podolsk6,Podolsk,Q0rCohkOECM,0,0,1145
357,Bryansk1,Bryansk,IDVJ28LtBGc,0,0,1128
359,Kazan2,Kazan,q7OC4VuTPVs,1,21,932
359,Kazan3,Kazan,PUpVPXPuCUg,0,0,897
359,Kazan4,Kazan,m88MgxX-fjM,0,0,897
359,Kazan5,Kazan,cKRt8KHugxA,0,0,2103
359,Kazan6,Kazan,6wcRVZB_nzA,0,0,643
359,Kazan7,Kazan,B-WeYfa0bCA,0,0,599
359,Kazan8,Kazan,4HFLn20MYFY,0,0,579
360,Naberezhnye Chelny1,Naberezhnye Chelny,XXxgZoBKvUE,0,0,931
360,Naberezhnye Chelny2,Naberezhnye Chelny,DHxjUEEBF6Q,0,0,872
360,Naberezhnye Chelny3,Naberezhnye Chelny,HukNEkyvCmY,0,0,564
361,Krasnoyarsk1,Krasnoyarsk,mUWRf5puR3U,0,35,2108
361,Krasnoyarsk4,Krasnoyarsk,JAsZTTewWSw,0,31,2752
361,Krasnoyarsk5,Krasnoyarsk,1F1nvmNAoBg,0,40,1553
361,Krasnoyarsk6,Krasnoyarsk,JNynBTDUinU,0,25,1200
363,Brest1,Brest,9D_bzVYS9v4,0,30,424
363,Brest2,Brest,aQPxvEF-l8c,0,5,968
363,Brest3,Brest,g_bfWE5i02k,0,0,1877
363,Brest4,Brest,6p3ds4hhThc,0,15,1032
363,Brest6,Brest,c2_zuDhApLw,0,25,2019
364,Polotsk1,Polotsk,xl7AoP-WraU,0,70,1087
364,Polotsk2,Polotsk,9cxdxUdPh38,0,80,1791
366,Gomel1,Gomel,VVEagSMGUP4,0,0,600
366,Gomel2,Gomel,AhrgLkilJPM,0,18,600
366,Gomel3,Gomel,YdvUWrdMufw,0,21,600
366,Gomel4,Gomel,H1ArZk4dqg8,0,86,972
367,Grodno2,Grodno,gwQZGJLIssw,0,72,1144
367,Grodno4,Grodno,pmf2HiswcDA,0,0,2760
368,Mogilev1,Mogilev,BWHZyxm8xEs,0,16,776
368,Mogilev2,Mogilev,-4OwlQv98FY,0,14,1034
370,Babruysk3,Babruysk,YKfJc2VP5nM,0,48,2181
370,Babruysk5,Babruysk,mmgybHhv86s,0,53,2623
372,Rechytsa2,Rechytsa,uI0nNHDBJLo,0,6,419
