id,name,city,video,time_of_day,start_time,end_time
1501,Detroit4,Detroit,GLZcBdEgfUk,0,22,3086
1501,Detroit5,Detroit,PMv1KWDkXE4,0,22,3869
1501,Detroit6,Detroit,44Z4T_wRVmM,1,22,2046
1501,Detroit7,Detroit,at_PYHSMu2E,0,0,2703
1501,Detroit8,Detroit,1ICEZAO-lqw,0,0,572
1501,Detroit9,Detroit,Mpe768joUWg,1,20,1385
1501,Detroit10,Detroit,7D9CcOhcrug,0,65,2135
1501,Detroit11,Detroit,c_maxady0mE,1,25,2105
1501,Detroit12,Detroit,9mEztd_INtw,0,37,2024
1501,Detroit13,Detroit,JN8Lp7TuiAQ,1,95,1770
1501,Detroit14,Detroit,6cttWd9ObEc,0,50,1874
1501,Detroit15,Detroit,Qho6o_XpbXc,0,0,208
1501,Detroit16,Detroit,lZSK4x1YCK8,0,0,3471
1501,Detroit17,Detroit,erfgXoIKdoQ,1,0,1857
1501,Detroit18,Detroit,25h2TGZU1PE,0,0,1500
1501,Detroit19,Detroit,rf0SbEISdTU,1,5,3930
1501,Detroit20,Detroit,FPxsYnDJrP4,0,5,1600
1501,Detroit21,Detroit,WwhkUjj8bgw,0,33,1073
1501,Detroit24,Detroit,XZ_4VhYcj18,0,25,1273
1501,Detroit25,Detroit,i45wYRFbbiQ,0,0,265
1501,Detroit26,Detroit,plHizhjnS3I,0,0,2280
1501,Detroit27,Detroit,_NMjO-t2Z3Q,0,0,1943
1501,Detroit28,Detroit,F3vFJ73ZDDc,1,0,480
1501,Detroit29,Detroit,z4SK22SoNy0,0,24,1209
1501,Detroit30,Detroit,ecIIsu9QBTg,0,0,423
1501,Detroit31,Detroit,SpkVeWAAZnc,0,13,760
1501,Detroit32,Detroit,DPxSAzt2a6k,0,0,970
1501,Detroit33,Detroit,GKcQwBCpCrY,0,9,190
1501,Detroit34,Detroit,Gc2jCCDMJnc,0,30,850
1501,Detroit35,Detroit,-B2YxdD7zjE,0,0,725
1501,Detroit36,Detroit,q6znzTr7t4A,0,11,595
1501,Detroit37,Detroit,WS23TlVv6qw,0,0,170
1501,Detroit38,Detroit,ceK3wGz4ZE0,0,0,286
1501,Detroit42,Detroit,iT0hqMkkSuw,0,10,516
1501,Detroit43,Detroit,G_rzQ8dh8xc,0,5,1335
1501,Detroit44,Detroit,gDjEmhVeBec,0,0,1483
1501,Detroit45,Detroit,h51Hkp4Gk2I,0,35,2828
1502,Cleveland1,Cleveland,qG5zAi_IBx0,0,90,4506
1502,Cleveland2,Cleveland,teB2AfB0Fzk,0,0,489
1502,Cleveland3,Cleveland,LNMfiVLsOjU,0,0,623
1502,Cleveland4,Cleveland,o_H7k6mHo8k,0,0,427
1502,Cleveland5,Cleveland,ibOZhisa9vQ,0,84,695
1503,Cheshire1,Cheshire,d_4IkRByDtM,0,19,710
1504,Niagara Falls1,Niagara Falls,ixZqi82EWsM,0,17,2627
1504,Niagara Falls2,Niagara Falls,RoIlJ6pbfTc,0,0,300
1505,Gary1,Gary,A0F1ZKqmavc,0,21,800
1506,Indianapolis1,Indianapolis,TFzCuwg01Bo,0,18,2058
1507,Alpine1,Alpine,JaLhmuzNmms,0,21,200
1508,Menaggio1,Menaggio,GfNrMYXygM4,0,25,110
1514,Davos1,Davos,QCoGA2DYLjU,0,19,1350
1515,Chiavenna1,Chiavenna,H9_Rau0GI38,0,17,460
1522,Stechelberg1,Stechelberg,lCQK_Kyiw-Q,0,21,155
1524,Dorchester1,Dorchester,JjqRxVV5X7Q,0,28,330
1532,Ystradgynlais1,Ystradgynlais,zPy-FU-sIXc,0,22,506
1535,Ballycastle2,Ballycastle,5Y33yKlXMos,0,24,268
1536,Enniskerry1,Enniskerry,LDyqhnCamok,0,23,222
1540,Belfast1,Belfast,i60ikmOuwTY,0,26,2766
1541,Bristol1,Bristol,Slf3WJ8gnuw,0,22,1473
1542,Penrhyndeudraeth1,Penrhyndeudraeth,i4yoKKYtMeQ,0,23,165
1545,Liverpool1,Liverpool,M_q2cBP0xus,0,23,2354
1547,South Lake Tahoe1,South Lake Tahoe,1u_1dsK-yJo,0,5,655
1558,Basel1,Basel,xnOipFdTGFU,0,25,3023
1559,St. Petersburg1,St. Petersburg,Mur_1O3ckyA,0,22,449
1559,St. Petersburg2,St. Petersburg,7qd9kcrBJoc,0,10,3530
1559,St. Petersburg3,St. Petersburg,6caKp4fPy54,0,0,612
1559,St. Petersburg4,St. Petersburg,8fI7qYulyD0,0,0,1743
1561,Sarasota2,Sarasota,pu2wv2DAq6E,0,0,874
1562,Atlantic City1,Atlantic City,PGxEADeE9W8,0,23,1640
1562,Atlantic City2,Atlantic City,P3lK-opFYh0,0,0,2120
1562,Atlantic City3,Atlantic City,Iizw6Swi6zg,0,0,556
1563,Breckenridge1,Breckenridge,ZluHUNIw8-o,0,63,431
1563,Breckenridge2,Breckenridge,EuEfQVirnf8,0,23,1460
1563,Breckenridge3,Breckenridge,-YaZKEU6YKU,0,5,1353
1571,Sevierville1,Sevierville,Of5pGj6Obzo,0,34,531
1572,Gatlinburg2,Gatlinburg,jieP4QkVze8,0,0,319
1572,Gatlinburg3,Gatlinburg,ovswFfMYRwE,0,0,235
1574,Ocean Springs1,Ocean Springs,8SVyB8gNxbg,0,29,105
1577,New Orleans1,New Orleans,VTMOrwQx99M,0,23,56
1577,New Orleans2,New Orleans,GZUEaZHd_uI,0,29,3425
1577,New Orleans3,New Orleans,QKEaJ4_Pfqw,0,22,1546
1577,New Orleans4,New Orleans,EEToi6yqCaQ,0,0,530
1577,New Orleans5,New Orleans,R13GYmn_YQo,0,0,468
1577,New Orleans6,New Orleans,SW0c4ZydPs4,0,0,603
1577,New Orleans7,New Orleans,ueQlmdVCFrA,0,0,1399
1577,New Orleans8,New Orleans,u7nny5l_ZG4,0,0,1203
1577,New Orleans9,New Orleans,Ulcb3AjxM5g,0,0,3424
1577,New Orleans10,New Orleans,UCSy4dl_9pQ,0,0,553
1577,New Orleans11,New Orleans,JuN8CloYPBw,0,0,476
1577,New Orleans12,New Orleans,xIuUBHXTOVw,0,0,349
1579,Nashville1,Nashville,em1wb8hSfB8,0,27,4232
1581,Lusail1,Lusail,Iqqms2fQiRo,0,4,191
1581,Lusail2,Lusail,GwJ1-A9zFNg,0,6,271
1581,Lusail3,Lusail,qeVa_OLEcaI,0,5,273
1581,Lusail4,Lusail,NmdXzPBcNuQ,1,33,1892
1581,Lusail5,Lusail,hUcT3TU_TZU,0,54,1204
1581,Lusail6,Lusail,ugGKxK9qMG8,0,5,900
1581,Lusail8,Lusail,zPl-r55wgqg,1,0,345
1581,Lusail9,Lusail,JXZzUihotMw,1,5,170
1581,Lusail10,Lusail,-WJgxJZg29c,0,5,2070
1581,Lusail12,Lusail,3GkyASJAn80,0,76,2231
1582,Hartford1,Hartford,TjoyJ97rQwk,0,0,562
1583,Richmond1,Richmond,f92kKdMUC8o,0,0,352
1584,Stamford1,Stamford,lq09faNNINM,0,0,1339
1585,Annapolis1,Annapolis,vWPCUzY9w9E,0,0,1059
1585,Annapolis2,Annapolis,lCGU7ORqvH4,0,0,389
1586,Bethesda1,Bethesda,5zIaipP3gRk,0,0,1133
1587,Newark1,Newark,rKVD7hTo_Dw,0,0,540
1587,Newark2,Newark,7QNgBgDlpIw,0,0,454
1588,Jersey City1,Jersey City,96rVYntvnmg,0,0,1548
1588,Jersey City2,Jersey City,N0p8gVnHL-A,0,0,329
1588,Jersey City3,Jersey City,VsXSSmVXBDg,0,12,749
1588,Jersey City5,Jersey City,6cUXW3nLMW0,0,0,268
1588,Jersey City6,Jersey City,sDUpvbLYHpI,0,0,312
1589,Key West1,Key West,VQWB060dT58,0,0,1883
1589,Key West2,Key West,9eAiR5zWSPA,0,0,528
1589,Key West3,Key West,EhPQGbU6KbE,0,0,1300
1589,Key West4,Key West,N6sBHwftQ-g,0,22,229
1590,Greenwich1,Greenwich,q2vjge0mEcM,0,0,297
1591,New Haven1,New Haven,xE5pWPhdONE,0,0,1252
1592,Eugene1,Eugene,nQBNcDijuF4,0,0,1164
1593,Tacoma1,Tacoma,rtCvUJcFUXA,0,0,1149
1594,Salem1,Salem,hIGcCCGQMvQ,0,0,1171
1595,Sullivan's Island1,Sullivan's Island,a5yPl55J1p0,0,0,550
1596,Siesta Key1,Siesta Key,OVIf1lkd9Rg,0,0,745
1597,Koh Samui1,Koh Samui,clq3L7G3-_k,0,0,2263
1598,Montgomery1,Montgomery,PapJfBT670M,0,0,1862
1599,Chattanooga1,Chattanooga,N00aNFO5UTg,0,0,1968
1600,Birmingham1,Birmingham,x6areTffnOs,0,0,2259
1600,Birmingham2,Birmingham,BgotRnTGfl8,0,26,2700
1601,Columbia1,Columbia,hzfLbwTYOe0,0,0,2027
1602,Myrtle Beach1,Myrtle Beach,DtrvZptc4qw,0,0,928
1603,Al Wakrah2,Al Wakrah,8-_IwxqXIrE,0,41,2010
1604,Khobar1,Khobar,eY6DnvwqH9I,1,0,888
1604,Khobar2,Khobar,rixl3gmWJOM,0,0,524
1605,Dammam2,Dammam,ZxnJf8lcfu0,0,0,301
1606,Jubail2,Jubail,tY6tyQLlRjY,0,5,2717
1607,Warner Robins1,Warner Robins,tC2labapcrg,0,40,1333
1608,Panama City1,Panama City,7dPOf3oVg6A,0,0,915
1608,Panama City2,Panama City,8FUp_9LW0FU,0,0,2094
1608,Panama City3,Panama City,St7T9gBMjhw,0,0,1162
1609,Victoria1,Victoria,tjgFhnAleso,0,3,1354
1610,Lewiston1,Lewiston,ngOe2GDNNkY,0,0,1324
1614,Perth Amboy1,Perth Amboy,hdHl5ypj5NY,0,0,140
1615,Jeddah1,Jeddah,BYzZTDmZ_2U,0,48,1392
1615,Jeddah2,Jeddah,Ru2ppqbfJYA,0,0,2062
1615,Jeddah3,Jeddah,fXqVzyUlJuI,0,5,1193
1615,Jeddah4,Jeddah,Q9Kr0gEwqjs,0,8,1455
1615,Jeddah5,Jeddah,MGsgjye350A,0,27,1353
1615,Jeddah6,Jeddah,ovzdeFWhR-0,1,0,1363
1615,Jeddah7,Jeddah,v_s8HyxvJJQ,0,10,1452
1615,Jeddah8,Jeddah,RtRyugD5igU,0,0,1824
1615,Jeddah9,Jeddah,68EVESDtPb0,1,0,3096
1615,Jeddah10,Jeddah,01FeAGM8Jhs,0,28,3645
1615,Jeddah11,Jeddah,9Pk7CuU1lwY,1,0,1345
1615,Jeddah12,Jeddah,J0oJnnuV6sc,0,0,1218
1615,Jeddah13,Jeddah,yOEHRH_Di3Y,1,0,130
1615,Jeddah14,Jeddah,NYEmttyLfJE,0,0,846
1615,Jeddah15,Jeddah,OSj5_Eyo7Bc,0,2,338
1615,Jeddah16,Jeddah,PYYJEnipooQ,0,0,322
1615,Jeddah17,Jeddah,-4N1vi1yLVs,1,0,565
1616,Clearwater1,Clearwater,mmVLOR583W0,0,8,2229
1617,Enumclaw1,Enumclaw,GtK3YZHzE6g,0,1,216
1618,Cape Coral1,Cape Coral,wFs4Lf_8_W0,0,75,727
1620,Cleveland1,Cleveland,ibOZhisa9vQ,0,84,695
1621,Pigeon Forge1,Pigeon Forge,4MyKVA_KKIY,0,0,1988
1622,Harriman1,Harriman,xukrj6WO4lI,0,0,1470
1623,Watertown1,Watertown,E-8MvhU504Y,0,0,430
1624,Phoenix1,Phoenix,mHhGcgn6Umw,0,12,1948
1624,Phoenix2,Phoenix,2ztXGTO6ocE,0,0,2583
1624,Phoenix3,Phoenix,94rEQPBPysA,0,0,150
1624,Phoenix4,Phoenix,aOHDoyebuaA,1,22,692
1624,Phoenix5,Phoenix,KsgcFKnCKaA,1,25,1582
